"Tipo";"Categoría";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Fax";"Email";"web";"Q Calidad";"Central Reservas";
"Hotel";"3";"BALNEARIO DE CORCONTE";"CORCONTE";"09372";"Burgos";"Valle de Valdebezana";"VIRTUS";"*DISEMINADO*";"947154281";"";"";"947154233";"balneario@balneariodecorconte.es";"www.balneariodecorconte.es";"Si";"";
"Hostal Residencia";"1";"LAS VEGAS DE CASTILLA";"CTRA. ZARAGOZA-VALLADOLID, KM. 249";"09491";"Burgos";"Vid y Barrios (La)";"ZUZONES";"";"947530450";"";"";"";"";"";"";"";
"Hotel";"2";"AREA EL SERRANO";"MARQUES, S/N";"09230";"Burgos";"Buniel";"BUNIEL";"*DISEMINADO*";"947412123";"947412004";"";"947412266";"areaserrano@areaserrano.com";"www.areaserrano.com";"";"";
"Motel";"2";"PICON DEL CONDE";"CTRA. MADRID-IRUN, KM. 263";"09292";"Burgos";"Monasterio de Rodilla";"MONASTERIO DE RODILLA";"MONASTERIO DE RODILLA";"947594355";"";"";"947594355";"www.picondelconde.com";"info@picondelconde.com";"";"";
"Hostal Residencia";"1";"TEMIÑO";"CL/CONCEPCIÓN,14-ESC.DCHA. 1º IZDA.";"09002";"Burgos";"Burgos";"BURGOS";"BURGOS";"947260385";"660297820";"";"";"info@hostaltemino.es";"www.hostaltemino.es";"";"";
"Hostal";"2";"CASA RAMON-DOS";"ERNESTO SANZ Y SANZ, 1";"09670";"Burgos";"Quintanar de la Sierra";"QUINTANAR DE LA SIERRA";"QUINTANAR DE LA SIERRA";"947395007";"";"";"947395007";"mariano@hostalcasaramon.es";"";"";"";
"Hotel";"4";"PUERTA DE BURGOS";"CL/VITORIA, 69";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"947241000";"";"";"947240707";"hotel@puertadeburgos.es";"www.puertadeburgos.es";"";"";
"Hostal Residencia";"1";"EL PARQUE";"FRANCISCO CANTERA, 1-2º";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"";"947 331383";"";"";"";"";"";"";"";
"Hotel Residencia";"1";"LA CAÑADA";"CTRA/BURGOS-AGUILAR";"09127";"Burgos";"Valle de Valdelucio";"FUENCALIENTE DE LUCIO";"FUENCALIENTE DE LUCIO";"947363584";"";"";"";"informacion@hotellacanada.com";"www.hotellacanada.com";"";"";
"Hotel Residencia";"2";"SEÑORIO DE VELEZ";"PLAZA DUQUES DE ALBA, 1";"09410";"Burgos";"Peñaranda de Duero";"PEÑARANDA DE DUERO";"PEÑARANDA DE DUERO";"947552202";"639867886";"";"947552201";"info@hospederiajaramillo.com";"www.hospederiajaramillo.com";"";"";
"Hostal Residencia";"1";"ELVIRA";"BURGO DE OSMA, 9-1º";"09400";"Burgos";"Aranda de Duero";"ARANDA DE DUERO";"ARANDA DE DUERO";"947500885";"";"";"";"";"";"";"";
"Hotel";"2";"ARCO DE SAN JUAN";"CL/PRADERA DE SAN JUAN,1";"09610";"Burgos";"Santo Domingo de Silos";"SANTO DOMINGO DE SILOS";"SANTO DOMINGO DE SILOS";"947390074";"";"";"947390200";"arcosanjuan@wanadoo.es";"";"";"";
"Hotel";"3";"LA BRUJULA";"CTRA. MADRID-IRUN, KM. 259";"09292";"Burgos";"Monasterio de Rodilla";"MONASTERIO DE RODILLA";"*DISEMINADO*";"947430391";"";"";"947430425";"";"";"";"";
"Hostal Residencia";"2";"MONJES PEREGRINOS";"CL/BERNABE PEREZ ORTIZ, 1";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"947205134";"649177344";"";"947205134";"info@monjesmagnoshotel.com";"www.hostalmonjesperegrinos.com";"";"";
"Hostal Residencia";"2";"ARLANZON";"CL/VITORIA, 242-1º";"09007";"Burgos";"Burgos";"BURGOS";"BURGOS";"947470369";"";"";"947482084";"reservas@hostalarlanzo.com";"www.hostalarlanzon.com";"";"";
"Hotel";"2";"PUERTA ROMEROS";"CL/SAN AMARO,  2";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"947462012";"654909047";"";"947460738";"reservas@puertaromeros.com";"www.puertaromeros.com";"";"";
"Hostal Residencia";"1";"LA PALLOZA";"BARRIO DE LA ESTACION, S/N";"09226";"Burgos";"Villaquirán de los Infantes";"VILLAQUIRAN DE LOS INFANTES";"ESTACION (LA)";"947161247";"";"";"";"";"";"";"";
"Hotel Residencia";"3";"DOÑA JIMENA";"CTRA. DE BURGOS (HORNA)";"09550";"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"HORNA";"HORNA";"947 130566";"947 130563";"";"947 130570";"hoteljimena@hotmail.com";"";"";"";
"Pensión";"";"MUNICH";"PL. MAYOR,15";"09550";"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"VILLARCAYO";"";"659035954";"";"";"";"";"";"";"";
"Hostal";"2";"SANCHO GARCIA";"PL. SANCHO GARCIA, NUM. 4";"09560";"Burgos";"Espinosa de los Monteros";"ESPINOSA DE LOS MONTEROS";"ESPINOSA DE LOS MONTEROS";"947120042";"";"";"947120042";"mrodrigor@telefonica.net";"www.hostalsanchogarcia.eu";"";"";
"Hotel";"2";"LA VENTA";"CTRA/MADRID-IRUN, KM. 214";"09390";"Burgos";"Madrigalejo del Monte";"MADRIGALEJO DEL MONTE";"*DISEMINADO*";"947177236";"";"";"";"";"";"";"";
"Hotel";"2";"LA QUINTA DE NAR";"CTRA. SORIA, KM. 1";"09670";"Burgos";"Quintanar de la Sierra";"QUINTANAR DE LA SIERRA";"*DISEMINADO*";"947 395350";"947395350";"";"947399350";"";"";"";"";
"Hostal";"2";"HERMANOS GUTIERREZ";"CTRA. MADRID-IRUN, KM. 259";"09292";"Burgos";"Monasterio de Rodilla";"MONASTERIO DE RODILLA";"MONASTERIO DE RODILLA";"947 430344";"";"";"947 430485";"";"";"";"";
"Pensión";"";"EL CHISPA";"C/ SAN ROQUE,51";"09391";"Burgos";"Castrillo de la Vega";"CASTRILLO DE LA VEGA";"CASTRILLO DE LA VEGA";"947 536029";"947 536034";"";"";"";"";"";"";
"Hostal";"2";"LA TIZONA";"AMADEO RILOVA, 42";"09500";"Burgos";"Medina de Pomar";"MEDINA DE POMAR";"";"947147466";"";"";"";"";"";"";"";
"Hostal";"1";"VILLAHOZ";"LOS CORRALES, 15 (BARRIO DE VILLALONQUEJAR)";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"947298598";"";"";"947298613";"";"";"";"";
"Pensión";"";"CUEVA DE MAYLA";"CL/MAYOR, Nº 15";"09120";"Burgos";"Villadiego";"VILLADIEGO";"VILLADIEGO";"947 360042";"947 361642";"";"";"";"";"";"";
"Pensión";"";"LAR DOS";"CL/CARDENAL BENLLOCH, Nº 1-7º";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"947209655";"696429003";"";"947209655";"jagilperez@hotmail.com";"";"";"";
"Hotel";"3";"HOTEL CAMINO DE SANTIAGO";"CTRA. DE LOGROÑO, KM. 102";"09193";"Burgos";"Castrillo del Val";"CASTRILLO DEL VAL";"*DISEMINADO*";"947421293";"";"";"947421077";"direccion@hotelcaminodesantiago.com";"www.totelcaminodesantiago.com";"";"";
"Hotel";"3";"LOS BRASEROS";"CL/SEVERO OCHOA, Nº 7 BIS";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"947234123";"947234142";"";"947227319";"reservas@hotelbraseros.com";"";"";"";
"Hotel";"3";"REY ARTURO";"CTRA.A 62,KM. 6,6";"09195";"Burgos";"Villagonzalo Pedernales";"VILLAGONZALO PEDERNALES";"VILLAGONZALO PEDERNALES";"947294251";"";"";"947294254";"hotel@hotelreyarturo.com";"www.hotelreyarturo.com";"Si";"";
"Hostal";"2";"CASA RAMON TRES";"CTRA. DE NEILA, KM. 2";"09670";"Burgos";"Quintanar de la Sierra";"QUINTANAR DE LA SIERRA";"*DISEMINADO*";"947396075";"";"";"947395007";"reservas@hostalcasaramon.es";"www.hostalcasaramon.es";"";"";
"Pensión";"";"CASA DE LA VILLA";"PLAZA/JULIAN GUTIERREZ, 1";"09199";"Burgos";"Pineda de la Sierra";"PINEDA DE LA SIERRA";"PINEDA DE LA SIERRA";"600255003";"";"";"";"";"";"";"";
"Hotel Residencia";"2";"ISABEL";"CL/SANTA MARIA ENCIMERA,21";"09240";"Burgos";"Briviesca";"BRIVIESCA";"BRIVIESCA";"947592959";"";"";"947592950";"reservas@hotel-isabel.com";"www.hotel-isabel.com";"";"";
"Hostal Residencia";"1";"MARCAROLA";"CRTA. MADRID-IRÚN, KM. 204,3  POLIGONO INDUS.";"09390";"Burgos";"Villalmanzo";"VILLALMANZO";"*DISEMINADO*";"947 172128";"";"";"";"";"";"";"";
"Hostal Residencia";"2";"EL CHATO";"C/ ORIENTE, Nº 9";"09660";"Burgos";"Hontoria del Pinar";"HONTORIA DEL PINAR";"HONTORIA DEL PINAR";"947387393";"947386262";"";"";"";"";"";"";
"Hostal";"1";"GOMELLANO";"CTRA. MADRID-IRUN, KM. 171";"09370";"Burgos";"Gumiel de Izán";"GUMIEL DE IZAN";"*DISEMINADO*";"947544040";"947544009";"";"947544009";"";"";"";"";
"Hostal Residencia";"2";"LAS TERRAZAS";"Cª BURGOS-AGUILAR, KM. 4";"09001";"Burgos";"Burgos";"BURGOS";"BURGOS";"947270205";"";"";"947273602";"reservas@lasterrazashotel.com";"www.lasterrazashotel.com";"";"";
"Hotel Residencia";"2";"HOSPEDERIA EL CONVENTO";"CL/SAN FRANCISCO,15";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947 332712";"";"";"";"reservasconvento@alcesa.es";"www.hotelconventomiranda.com";"";"";
"Hostal Residencia";"1";"LINARES";"CL/A.RODRÍGUEZ DE VALCÁRCEL,  66";"09652";"Burgos";"Villanueva de Argaño";"VILLANUEVA DE ARGAÑO";"VILLANUEVA DE ARGAÑO";"947 450022";"642844515";"";"";"";"";"";"";
"Hotel Residencia";"1";"EL HOTEL JACOBEO";"SAN JUAN, Nº 24";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"947260102";"";"";"947260100";"hoteljacobeo@hoteljacobeo.com";"www.hoteljacobeo.com";"";"";
"Hostal Residencia";"2";"LA CERAMICA";"C/ YEDRA Nº  1";"42240";"Soria";"Medinaceli";"MEDINACELI";"CENTRO";"975326381";"";"";"";"angel.fsoto@hotmail.com";"www.laceramicacasarural.es";"";"";
"Hotel";"2";"RIO CABIA";"AUTOVÍA A-62, KM. 17";"09196";"Burgos";"Cavia";"CAVIA";"CAVIA";"947 412175";"947 412200";"";"947 412193";"";"";"";"";
"Pensión";"";"CANALEJAS";"Pº. CANALEJAS, Nº 100";"37001";"Salamanca";"Salamanca";"SALAMANCA";"";"923/21.04.39";"923/27.11.34";"";"";"";"";"";"";
"Hostal";"1";"PEÑA TREMAYA";"EL PUENTE, S/N";"34847";"Palencia";"Pernía (La)";"SAN SALVADOR DE CANTAMUDA";"SAN SALVADOR DE CANTAMUDA";"979879087";"";"";"979879027";"";"";"";"";
"Hotel";"3";"BELLAVISTA";"CARRETERA DE ÁVILA, 15";"05600";"Ávila";"Barco de Ávila (El)";"BARCO DE AVILA (EL)";"BARCO DE AVILA (EL)";"920340753";"";"";"920340874";"bellavista-hotel@bme.es";"www.bellavista-hotel.es";"";"";
"Pensión";"";"QUINTANILLA";"CAMINO DE COGECES, 3";"47350";"Valladolid";"Quintanilla de Onésimo";"QUINTANILLA DE ONESIMO";"QUINTANILLA DE ONESIMO";"983680139";"609028719";"";"";"";"";"";"";
"Hotel Residencia";"2";"ARCO SAN VICENTE";"LOPEZ NUÑEZ, 6";"05001";"Ávila";"Ávila";"AVILA";"";"920222498";"";"";"920229532";"info@arcosanvicente.com";"www.arcosanvicente.com";"";"";
"Hostal";"2";"J.J.";"JOSE CARRASCOSA Nº 2";"42156";"Soria";"Salduero";"SALDUERO";"";"975378537";"";"";"";"";"";"";"";
"Hostal";"1";"LA RESERVA";"C/ LARGA, 7";"37619";"Salamanca";"Herguijuela de la Sierra";"HERGUIJUELA DE LA SIERRA";"";"923/43.31.47";"923/227025";"";"923/182947";"";"www.hostallareserva.com";"";"";
"Hotel";"3";"VILLEGAS";"GUILLERMO DONCEL, 1";"24200";"León";"Valencia de Don Juan";"VALENCIA DE DON JUAN";"VALENCIA DE DON JUAN";"987750161";"";"";"987752270";"info@hotelvillegas.es";"www.hotelvillegas.es";"";"";
"Hostal Residencia";"2";"PLAZA";"AVDA. DE ASTORGA, 96";"24198";"León";"Valverde de la Virgen";"VIRGEN DEL CAMINO (LA)";"";"987302019";"";"";"987302019";"";"";"";"";
"Hotel Residencia";"2";"ARCOJALON";"Ctra. N-II, Km. 167";"42250";"Soria";"Arcos de Jalón";"ARCOS DE JALON";"ARCOS DE JALON";"975320788";"";"";"975320789";"mario@campamentos.org";"www.arcosdejalon.com/arcojalon";"";"";
"Hotel";"2";"POZO DE LA NIEVE";"C/ VISTA ALEGRE, 1";"47100";"Valladolid";"Tordesillas";"TORDESILLAS";"TORDESILLAS";"983771498";"983771390";"";"";"";"";"";"";
"Hostal";"2";"SAN ANTONIO";"C/ PRIMITIVO AGUADO, 39";"47420";"Valladolid";"Íscar";"ISCAR";"ISCAR";"983620078";"";"";"";"info@rhsanantonio.com";"www.rhsanatonio.org";"";"";
"Hotel";"3";"MARIA DE MOLINA";"PLAZA SAN JULIÁN, 1";"49800";"Zamora";"Toro";"TORO";"TORO";"980691414";"980691680";"";"980691414";"h.molina@helcom.es";"www.guiazamora.com/hoteles/molina";"";"";
"Pensión";"";"LA TABERNA";"C/ GENERAL MOLA, Nº 43";"09110";"Burgos";"Castrojeriz";"CASTROJERIZ";"";"947377610";"";"";"";"";"";"";"";
"Hostal";"2";"PINEDA";"PASEO VALDESGARES, 1";"34840";"Palencia";"Cervera de Pisuerga";"CERVERA DE PISUERGA";"CERVERA DE PISUERGA";"979870390";"979870933";"";"979870933";"";"";"";"";
"Hostal Residencia";"2";"PIÑERA";"CALLE LA CONCHERA,18";"24430";"León";"Vega de Espinareda";"VEGA DE ESPINAREDA";"VEGA DE ESPINAREDA";"987564612";"987564801";"";"987564612";"restauranjardin@yahoo.es";"http:www.iranon.net/hotelpiñerahotelpiñera.com";"";"";
"Hostal Residencia";"2";"LOS ANGELES";"PLAZA OBISPO ALCOLEA, 2";"24750";"León";"Bañeza (La)";"BAÑEZA (LA)";"BAÑEZA (LA)";"987655730";"";"";"";"";"www.hostalosangeles.es";"";"";
"Hotel Residencia";"3";"LA POSADA REGIA";"REGIDORES, 9-11";"24003";"León";"León";"LEON";"LEON";"987213173";"";"";"987213031";"marquitos@regialeon.com   /   posada@regialeon.com";"www.regialeon.com";"";"";
"Hostal";"2";"EL ABUELO";"DISEMINADOS,47";"34889";"Palencia";"Velilla del Río Carrión";"CAMPORREDONDO DE ALBA";"CAMPORREDONDO DE ALBA";"979866034";"";"";"979866034";"";"";"";"";
"Hotel";"3";"SPA PARIS";"CALLE ANCHA, 18";"24003";"León";"León";"LEON";"LEON";"987238600";"987238604/08";"";"987271572";"hotel@hotelparisleon.com";"www.hotelparisleon.com";"";"";
"Hostal";"1";"BABIECA";"EL CRUCE";"24141";"León";"Cabrillanes";"PIEDRAFITA DE BABIA";"PIEDRAFITA DE BABIA";"987488441";"";"";"";"";"";"";"";
"Hostal";"2";"LAS MADRAS";"BARRIO NUEVO, 27";"37658";"Salamanca";"Villanueva del Conde";"VILLANUEVA DEL CONDE";"VILLANUEVA DEL CONDE";"923437474";"685989408";"";"";"gabi@comercialacera.com";"www.lasmadras.com";"";"";
"Hotel Residencia";"2";"HOTEL RESIDENCIA DON RODRIGO";"VALDESERÍAS, 2";"34005";"Palencia";"Palencia";"PALENCIA";"PALENCIA";"979749044";"979784000";"";"";"fernando@hotelessuco.com";"";"";"";
"Hostal";"2";"VICTORIA";"CTRA. ÓRBIGO, 1";"24393";"León";"Santa Marina del Rey";"SANTA MARINA DEL REY";"SANTA MARINA DEL REY";"987377011";"";"";"987377011";"salonesvictoria@terra.es";"";"";"";
"Pensión";"";"MONJES DE LA BIBLIOTECA";"CL/CARDENAL BENLLOCH, 3 - 4º 407";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"947205134";"649177344";"";"947205134";"";"";"";"";
"Hostal";"1";"SANTA CRUZ";"CTRA. COMARCAL VITIGUDINO-ALDEADAVILA,  KM. 28";"37251";"Salamanca";"Masueco";"MASUECO";"MASUECO";"923169021";"923505279";"";"923505279";"santacruzmasueco@hotmail.com";"www.hostalsantacruz.es";"";"";
"Pensión";"";"LAS DOS JJ";"CTRA. VALLADOLID, S/N";"40196";"Segovia";"Lastrilla (La)";"LASTRILLA (LA)";"LASTRILLA (LA)";"921440725";"653975114";"";"";"";"";"";"";
"Hostal";"2";"LA MARAVILLOSA";"AVDA. PANDURO Y VILLAFAÑE, 14";"24220";"León";"Valderas";"VALDERAS";"VALDERAS";"987763282";"987763304";"";"987763304";"hotelmaravillosa@infonegocio.com";"www.hostallamaravillosa.com";"";"";
"Hotel";"3";"AYALA BERGANZA";"C/ CARRETAS, 5";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921460448";"";"";"921462377";"info@hosteriaayalaberganza.com          dirección@hosteriaayalaberganza.com";"www.hosteriaayalaberganza.com";"";"";
"Hostal Residencia";"2";"DOBE";"PUENTE PIEDRA 20";"24280";"León";"Benavides";"BENAVIDES DE ORBIGO";"BENAVIDES DE ORBIGO";"987370915";"";"";"";"";"";"";"";
"Hotel";"3";"BEDUNIA";"GENERAL BENAVIDES 53";"24750";"León";"Bañeza (La)";"BAÑEZA (LA)";"BAÑEZA (LA)";"987640524";"";"";"987656120";"bedunia@hotelbedunia.com";"www.hotelbedunia.com";"";"";
"Hotel Residencia";"3";"LAS MORADAS";"C/ DON GERÓNIMO, Nº 3/ALEMANIA, 5";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920222488";"920223871";"";"920223871";"reservas@hotellasmoradas.com";"www.hotellasmoradas.com";"";"";
"Hostal";"1";"RAFA";"AVENIDA DE MADRID, 30-32";"42240";"Soria";"Medinaceli";"MEDINACELI";"ESTACION";"975326360";"";"";"";"";"";"";"";
"Hotel";"2";"HOSTERIA DON FADRIQUE";"CTRA. SALAMANCA,  KM. 17,400";"37800";"Salamanca";"Alba de Tormes";"ALBA DE TORMES";"ALBA DE TORMES";"923370076";"923370034";"";"923370487";"reservas@donfadrique.com";"www.donfadrique.com";"";"";
"Hostal";"2";"LAS NIEVES";"CTRA LEON COLLANZO, KM.44";"24838";"León";"Cármenes";"CARMENES";"CARMENES";"987576491";"";"";"";"";"adepaleon@terra.es";"";"";
"Pensión";"";"PICO ALMANZOR";"PICO ALMANZOR, 8";"05634";"Ávila";"Hoyos del Espino";"HOYOS DEL ESPINO";"";"920349260";"920349061";"";"";"";"";"";"";
"Hotel";"2";"LA POSADA DE MURIEL";"PLAZA DEL CRISTO S/N";"24413";"León";"Molinaseca";"MOLINASECA";"MOLINASECA";"987453201";"";"";"627272035";"danimela2006@hotmail.com";"www.laposadademuriel.com";"";"";
"Hostal";"2";"MALLORCA";"CTRA. SEGOVIA-VALLADOLID, Nº 61";"40297";"Segovia";"Sanchonuño";"SANCHONUÑO";"SANCHONUÑO";"657852087";"921160461";"";"";"";"";"";"";
"Hostal Residencia";"1";"ARJORI ROOMS HOSTAL";"C/ POLLO MARTIN, 12, ENTREPLANTA";"37005";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923123686";"619928640";"";"923123686";"arjorirooms@hotmail.conm";"";"";"";
"Hotel";"3";"HOSPEDERIA DEL SANTUARIO PEÑA DE FRANCIA";"SANTUARIO PEÑA DE FRANCIA";"37620";"Salamanca";"Cabaco (El)";"CABACO (EL)";"CABACO (EL)";"923164000";"";"";"923164001";"p.defrancia@verial.es";"";"";"";
"Hostal";"2";"EL  PINAR";"CALLE DEL MEDIO, 12 bajos";"42149";"Soria";"Navaleno";"NAVALENO";"NAVALENO";"975374340";"";"";"";"";"www.hrelpinar.com";"";"";
"Hotel";"3";"REY CHINDASVINTO";"PLAZA DEL REY CHINDASVINTO, Nº 5";"09346";"Burgos";"Covarrubias";"COVARRUBIAS";"";"947 406560";"";"";"";"";"";"";"";
"Pensión";"";"EL MOLINO";"SANTA CATALINA,28";"37160";"Salamanca";"Villarino de los Aires";"VILLARINO DE LA AIRES";"";"923/573385";"";"";"";"";"";"";"";
"Hostal";"2";"EL PORTON DE LA HUEBRA";"LARGA, 6";"37450";"Salamanca";"Vecinos";"VECINOS";"VECINOS";"923382408";"652934649";"";"923382350";"contacto@elportondelahuebra.com";"www.elportondelahuebra.com";"";"";
"Hotel";"4";"CIUDAD DE SORIA";"C/ZARAGOZA S/N";"42004";"Soria";"Soria";"SORIA";"SORIA";"975224205";"975224208";"";"975224428";"reservas@hotelciudaddesoria.com";"www.hotelciudaddesoria.com";"";"";
"Hostal Residencia";"1";"ABACO";"PASEO DE LA FLORIDA, 35 1º";"42004";"Soria";"Soria";"SORIA";"";"975231245";"608834077";"";"975220627";"abaco@soriadormir.com";"www.soriadormir.com";"";"";
"Hostal Residencia";"1";"SANTA BARBARA";"PSEO SANTA BARBARA,5 -1º";"42005";"Soria";"Soria";"SORIA";"";"975226122";"608834077";"";"975220627";"santa-barbara@soriadormir.com";"www.soriadormir.com";"";"";
"Motel";"1";"AZOR";"CTRA/MADRID-IRUN, KM. 222";"09320";"Burgos";"Cogollos";"COGOLLOS";"*DISEMINADO*";"947100088";"607016207";"";"";"diego@kametrading.es";"";"";"";
"Hostal Residencia";"2";"PADRE ISLA II";"AVDA. PADRE ISLA, 8 , 1º A";"24002";"León";"León";"LEON";"LEON";"987228097";"";"";"";"";"";"";"";
"Hostal";"2";"EL PESCADOR II";"CTRA. LEON COLLANZO, KM. 38";"24837";"León";"Cármenes";"FELMIN";"";"987576623";"987576470";"";"";"";"";"";"";
"Hostal Residencia";"2";"LA MURALLA";"PLAZA SANTO DOMINGO, 4";"47800";"Valladolid";"Medina de Rioseco";"MEDINA DE RIOSECO";"";"983700577";"";"";"";"";"";"";"";
"Hostal";"1";"INFANTA DOÑA LEONOR";"CONDES DE TORENO,1";"34449";"Palencia";"Villalcázar de Sirga";"VILLALCAZAR DE SIRGA";"VILLALCAZAR DE SIRGA";"979888118";"";"";"979881053";"hostalinfantaleonor@hostalinfantaleonor.com";"www.hostalinfantaleonor.com";"";"";
"Hotel";"2";"CASA MARTIN";"CL/LA CALZADA,S/N";"09246";"Burgos";"Poza de la Sal";"POZA DE LA SAL";"POZA DE LA SAL";"947302103";"947302102";"";"947302102";"hotel@casamartin.com";"www.casamartin.com";"";"";
"Pensión";"";"CASA CUEVAS";"AVDA/FÉLIX RODRIGUEZ DE LA FUENTE, Nº 11-2ºC";"09240";"Burgos";"Briviesca";"BRIVIESCA";"BRIVIESCA";"608905514";"";"";"";"";"";"";"";
"Hostal";"2";"VALLE DE SAN EMILIANO";"C/ CTRA. PUERTO VENTANA, KM. 3";"24144";"León";"San Emiliano";"SAN EMILIANO";"SAN EMILIANO";"987594150";"";"";"987 594050";"";"";"";"";
"Hostal Residencia";"2";"FORNOS";"C/ INFANTA ISABEL, 13";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921460198";"";"";"921460198";"info@hostalfornos.com";"";"";"";
"Hostal";"2";"EL CRUCE";"C/ MARTIN, 82";"49516";"Zamora";"Trabazos";"TRABAZOS";"TRABAZOS";"980681064";"980681094";"";"";"";"";"";"";
"Pensión";"";"EL CASERON II";"BAJADA DEL RIO,28";"37900";"Salamanca";"Santa Marta de Tormes";"SANTA MARTA DE TORMES";"";"923/200040";"923/200137";"";"";"";"";"";"";
"Pensión";"";"REAL MONASTERIO DE SANTA CLARA";"SANTA CLARA, 1";"34120";"Palencia";"Carrión de los Condes";"CARRION DE LOS CONDES";"CARRION DE LOS CONDES";"979880134 y fax";"979880994";"";"676398980 móvil";"clarisascarrion@planalfa.es";"www.archimadrid.es/vidaconsagrada/conventos/default.htm";"";"";
"Hostal Residencia";"2";"SOLAR DE TEJADA";"CLAUSTRILLA, 1";"42002";"Soria";"Soria";"SORIA";"SORIA";"975230054";"";"";"975230054";"solardetejada@wanadoo.es";"hosteriasolardetejada.com";"";"";
"Hotel";"3";"SANTO DOMINGO DE SILOS II";"C/ SANTO DOMINGO DE SILOS, 18 - 20";"09610";"Burgos";"Santo Domingo de Silos";"SANTO DOMINGO DE SILOS";"SANTO DOMINGO DE SILOS";"947 390053";"625466844";"";"947 390052";"reservas@hotelsantodomingodesilos.com";"www.hotelsantodomingodesilos.com";"";"";
"Hostal";"2";"TORREBLANCA";"NICOLAS ASENJO, 71";"42158";"Soria";"Duruelo de la Sierra";"DURUELO DE LA SIERRA";"DURUELO DE LA SIERRA";"975371481";"649831877";"";"";"";"";"";"";
"Hostal";"2";"EL SOTO";"CTRA. NACIONAL I, KM. 107";"40593";"Segovia";"Castillejo de Mesleón";"CASTILLEJO DE MESLEON";"CASTILLEJO DE MESLEON";"921557410";"649770783";"";"";"";"";"";"";
"Hostal Residencia";"1";"HOSTAL- BAR "" STOP """;"OTERUELO, 2";"34886";"Palencia";"Velilla del Río Carrión";"VELILLA DEL RIO CARRION";"VELILLA DEL RIO CARRION";"979861438";"";"";"";"";"www.hostalstop.com";"";"";
"Hostal Residencia";"2";"ROMA";"VILLAMARCIEL, 16";"47100";"Valladolid";"Tordesillas";"TORDESILLAS";"TORDESILLAS";"654567486";"";"";"";"";"";"";"";
"Hostal";"1";"ANTONIO";"LA MARTA, 12";"42132";"Soria";"Noviercas";"NOVIERCAS";"";"975385145";"975385066";"";"";"";"";"";"";
"Hostal";"2";"EL GALLO";"CTRA CISTIERNA, 17";"24210";"León";"Mansilla de las Mulas";"MANSILLA DE LAS MULAS";"MANSILLA DE LAS MULAS";"987310359";"";"";"987311052";"hostalelgallo2006@hotmail.com";"";"";"";
"Hostal Residencia";"2";"HOSPEDERIA LA SINAGOGA (CIERRE TEMPORAL)";"REYES CATOLICOS, 22";"05001";"Ávila";"Ávila";"AVILA";"AVILA";"920352321";"";"";"920353474";"lasinagoga@vodafone.es";"www.lasinagoga.net";"";"";
"Hotel";"4";"SILKEN JUAN DE AUSTRIA";"PASEO DE ZORRILLA, 108";"47006";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983457475";"983457658";"";"";"recepcion-juandeaustria@hoteles-silken.com";"www.hoteles-silken.com";"";"";
"Hostal Residencia";"2";"AZUA";"URBANIZACION JARDINES, PARCELA Nº 2";"09600";"Burgos";"Salas de los Infantes";"SALAS DE LOS INFANTES";"*DISEMINADO*";"947390067";"947380184";"";"";"";"";"";"";
"Pensión";"";"SUSARON";"EMILIANO ALONSO SANCHEZ LOMBAS, 25";"24855";"León";"Puebla de Lillo";"PUEBLA DE LILLO";"";"987731015";"";"";"";"";"";"";"";
"Hotel Residencia";"2";"VETTONIA";"FINCA EL FRESNILLO, CTRA. ANTIGUA CEBREROS, KM. 3";"05003";"Ávila";"Ávila";"AVILA";"*DISEMINADO*";"920353277";"600972360";"920352059";"920353343";"naturavila@ctv.esnaturgolf@terra.es ; recepcion@naturavila.es";"www.naturavila.es; www.naturavila-elfresnillo.com";"";"";
"Hostal Residencia";"2";"LAS PANERAS";"FINCA EL FRESNILLO, CTRA. ANTIGUA  CEBREROS, KM. 3";"05003";"Ávila";"Ávila";"AVILA";"*DISEMINADO*";"920352059";"920352059";"600972360";"920353243";"naturavila@ctv.es ; naturgolf@terra.es; recepcion@naturavila.es";"www.naturavila.es; www.naturavila-elfresnillo.com";"";"";
